"id","id2","nazov","ico","region","pocetobyvatelov","ppz","urad","ulica","cislo","psc","posta","primator","starosta","prednosta","smerovecislo","telefon","fax","mobil","email","web","id3","zdroj","created","od","do","edited_by","lchange"
"486","00306401","Čalovec","00306401","Dolný žitný ostrov","1194","1268","Obecný úrad","Staničná","170","946 02","Čalovec",,"Zoltán Molnár",,"035","779 01 21,772 11 35","772 11 34","0907 053 987,0917 863 813","ocucalovec@gutanet.sk","www.calovec.ocu.sk;www.calovec.sk","486","http://www.e-obce.sk/obecedit.html?id=486","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"487","00324060","Čaňa","00324060","Abovský","5530","1255","Obecný úrad","Osloboditeľov","22","044 14","Čaňa",,"Michal Rečka","MVDr. Otília Tomčová","055","699 92 06","699 95 80",,"obeccana@centrum.sk","www.obeccana.sk","488","http://www.e-obce.sk/obecedit.html?id=488","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"488","00309486","Čáry","00309486","Záhorie","1270","1392","Obecný úrad","M. Kollára","53","908 43","Čáry",,"Ing. Martin Královič",,"034","659 24 35,654 23 91","659 21 25","0918 431 814","obeccary@cary.sk;obeccary@mail.t-com.sk","www.cary.sk","490","http://www.e-obce.sk/obecedit.html?id=490","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"489","00307823","Čaradice","00307823","Hrušovsko Beňadický","511","1209","Obecný úrad","Čaradice","157","953 01","Zlaté Moravce",,"Vladislav Uličný",,"037","630 52 23,630 53 53","630 52 23","0908 780 745","obeccaradice@stonline.sk;starosta@caradice.sk","www.obeccaradice.szm.sk;www.caradice.sk","489","http://www.e-obce.sk/obecedit.html?id=489","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"490","00304701","Častá","00304701","Bratislavský","2163","1240","Obecný úrad","Hlavná","168","900 89","Častá",,"Ing. Mária Garajová","JUDr. Artúr Soldán","033","649 54 27,649 51 07,649 52 05","649 54 27",,"podatelna@obec-casta.sk;starosta@obec-casta.sk;podatelna@obec-casta.sk","www.obec-casta.sk","491","http://www.e-obce.sk/obecedit.html?id=491","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"491","00309494","Častkov","00309494","Branč","614","1394","Obecný úrad","Častkov","35","906 04","Rohov",,"Mgr. Eva Černeková",,"034","651 13 13","654 64 74","0908 787 127","obeccastkov@centrum.sk","www.castkov.sk","492","http://www.e-obce.sk/obecedit.html?id=492","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"492","00311472","Častkovce","00311472","Mikroregión Dubová","1183","1392","Obecný úrad","Častkovce","399","916 27","Častkovce",,"Mgr. Dušan Bublavý",,"032","779 41 93","779 41 93","0905 906 718","obec@castkovce.eu","www.obeccastkovce.webnode.sk","493","http://www.e-obce.sk/obecedit.html?id=493","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"493","00587672","Čata","00587672","Dolnohronský","1071","1150","Obecný úrad","Hlavná","80","935 63","Čata",,"Ján Varga",,"036","779 70 16,779 70 11","779 70 16",,"cata@nextra.sk","www.cata.ocu.sk","494","http://www.e-obce.sk/obecedit.html?id=494","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"494","00319244","Čebovce","00319244","Hontiansko-Novohradský","1074","1330","Obecný úrad","Szedera Fabiána","320/162","991 25","Čebovce",,"Henrik Tóth",,"047","488 22 11","488 22 11","0911 235 363","obec@cebovce.sk;starosta@cebovce.sk","www.cebovce.sk","497","http://www.e-obce.sk/obecedit.html?id=497","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"495","00304719","Čataj","00304719","Podunajský, Malokarpatský","1105","1244","Obecný úrad","Hlavná","333","900 83","Čataj",,"Marta Tušová",,"033","645 01 07","645 01 07","0903 809 954","starosta@cataj.sk;sekretariat@cataj.sk","www.cataj.sk","495","http://www.e-obce.sk/obecedit.html?id=495","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"496","00318035","Čavoj","00318035","Magura- Strážov","521","1364","Obecný úrad Čavoj","Čavoj","86","972 29","Čavoj",,"Ing. Ján Halaška",,"046","545 80 02","545 80 02,03,04","+421 911 574 874","obec.cavoj@centrum.sk","www.cavoj.sk","496","http://www.e-obce.sk/obecedit.html?id=496","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"497","00308315","Čechynce","00308315","Podzoborský","1053","1248","Obecný úrad","Hlavná","112/74","951 07","Čechynce",,"Róbert Kupeček",,"037","658 12 33,658 18 71","658 18 72","0905 539 489","obec.cechynce@slovanet.sk;szarazv1@wmx.sk","www.cechynce.sk","499","http://www.e-obce.sk/obecedit.html?id=499","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"498","00308838","Čechy","00308838","Thermal-Podhájska","310","1419","Obecný úrad","Čechy","135","941 32","Semerovo",,"Ing. Jozef Baranovič",,"035","647 01 25","647 01 20","0908 597 573","obec.cechy@komnet.sk;ocu@obeccechy.sk","www.obeccechy.sk","498","http://www.e-obce.sk/obecedit.html?id=498","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"499","00324078","Čečejovce","00324078","Abovský","2041","1317","Obecný úrad","Buzická","55","044 71","Čečejovce",,"Ing. Július Pelegrin",,"055","464 92 01,10","464 92 01",,"obec@cecejovce.sk","www.cecejovce.sk","501","http://www.e-obce.sk/obecedit.html?id=501","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"500","00325104","Čečehov","00325104","Zemplínsky","345","1410","Obecný úrad","Čečehov","74","072 11","Čečehov",,"Stanislav Mráz",,"056","649 02 01,688 25 05,06",,"0917 945 970","cecehov@cecehov.sk","www.cecehov.sk","500","http://www.e-obce.sk/obecedit.html?id=500","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"501","00319791","Čekovce","00319791","Krupinská Planina","440","1391","Obecný úrad","Čekovce","19","962 41","Bzovík",,"Milan Gregáň",,"045","559 52 11","559 52 11","0907 813 143,0918 868 400","obeccekovce@zvnet.net","www.cekovce.ocu.sk","502","http://www.e-obce.sk/obecedit.html?id=502","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"502","00692409","Čelkova Lehota","00692409","Horné Považie","133","1471","Obecný úrad","Čelkova Lehota","23","018 16","Domaniža",,"Mgr. Juraj Čelko",,"042","439 44 19","439 44 19",,"obeccelkovalehota@azet.sk","www.celkovalehota.szm.com","504","http://www.e-obce.sk/obecedit.html?id=504","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"503","00319252","Čeláre","00319252","Novohrad","489","1436","Obecný úrad","Čeláre","120","991 22","Bušince",,"Vojtech Ádám",,"047","451 41 16,17","451 41 18","0917 483 278, 0917 483 274","obec.celare@gmail.com","www.celare.ocu.sk","503","http://www.e-obce.sk/obecedit.html?id=503","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"504","00319261","Čelovce","00319261","Hont","432","1295","Obecný úrad","Čelovce","113","991 41","Čelovce",,"Ján Petroch",,"047","488 31 27","488 31 27","0915 735 664","obeccelovce@gmail.com;janpetroch@centrum.sk","www.celovce.eu","505","http://www.e-obce.sk/obecedit.html?id=505","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"505","00690597","Čelovce","00690597","Haľagoš","306","1335","Obecný úrad",,"49","082 14","Pušovce",,"Ján Kožlej",,"051","799 77 16","799 77 16","0908 975 835","celovce@gtsmail.sk;celovce@nextra.sk","www.obeccelovce.sk","506","http://www.e-obce.sk/obecedit.html?id=506","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"506","31871224","Čenkovce","31871224","Dunajskostredský","1094","1300","Obecný úrad","Čenkovce","2","930 39","Zlaté Klasy",,"Ing. Jozef Karika",,"031","560 13 41","569 27 10",,"ocucenkovce@stonline.sk","www.cenkovce.sk","507","http://www.e-obce.sk/obecedit.html?id=507","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"507","00649988","Čerenčany","00649988","Slovenské Rudohorie","549","1334","Obecný úrad","S. Kollára","33","979 01","Rimavská Sobota",,"Zuzana Študencová",,"047","581 18 07","581 18 08",,"obec@cerencany.sk;obec.cerencany@stonline.sk","www.cerencany.sk","508","http://www.e-obce.sk/obecedit.html?id=508","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"508","00318043","Čereňany","00318043","Horná Nitra","1687","1329","Obecný úrad","Pálenická","491/4","972 46","Čereňany",,"Ján Mokrý","Ing. Richard Masný PhD","046","549 51 19,549 51 71,549 20 46,47","549 51 72","0903 804 865","cerenany@cerenany.sk;ocu@cerenany.sk;starosta@cerenany.sk;matrika@cerenany.sk","www.cerenany.sk","509","http://www.e-obce.sk/obecedit.html?id=509","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"509","00331422","Čerhov","00331422","Zemplín","831","1329","Obecný úrad","Dlhá","100","076 81","Čerhov",,"Pavol Balogh",,"056","679 32 22","679 32 22","0905 836 027","obeccerhov@zoznam.sk;starosta@cerhov.sk","www.cerhov.sk","510","http://www.e-obce.sk/obecedit.html?id=510","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"510","00313335","Čerín","00313335","Severné Podpoľanie","450","1300","Obecný úrad","Čerín","11","974 01","Banská Bystrica",,"Pavel Kmeť",,"048","419 22 04,419 23 59","419 23 29","0903 390 680","obeccerin@stonline.sk","www.cerin.sk","511","http://www.e-obce.sk/obecedit.html?id=511","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"511","00308846","Černík","00308846","Šurianský","1019","1156","Obecný úrad","Černík","145","941 05","Černík",,"Ľudovít Kuťka",,"035","657 81 05","657 85 90,650 58 90","0907 720 675","obec.cernik@datagate.sk","www.obeccernik.sk","513","http://www.e-obce.sk/obecedit.html?id=513","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"512","00699152","Čermany","00699152","Tribečsko-Inovecký","386","1257","Obecný úrad","Čermany","6","956 08","Horné Obdokovce",,"Radovan Bobula",,"038","531 80 92","531 84 82","0948 368 111","obeccermany@zoznam.sk",,"512","http://www.e-obce.sk/obecedit.html?id=512","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"513","00322881","Černina","00322881","Prešovský","174","1492","Obecný úrad",,,"067 23","Baškovce pri Humennom",,"Silvia Žinčáková",,"057","779 52 26",,,"oucernina@gmail.com","www.cernina.ocu.sk","514","http://www.e-obce.sk/obecedit.html?id=514","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"514","00331431","Černochov","00331431","Medzibodrožie","215","1298","Obecný úrad","Lesná","40/12","076 32","Borša",,"Angela Kálmánová",,"056","679 22 17","679 22 17","0905 710 853","starostkacernochov@gmail.com","www.cernochov.sk","515","http://www.e-obce.sk/obecedit.html?id=515","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"515","00326917","Červenica","00326917","Ekotorysa, Sigord","833","1427","Obecný úrad",,"41","082 07","Tuhrina",,"Marta Pavlinská",,"051","779 02 26","779 02 26","0905 376 836","cervenica@gmail.com;cervenica@centrum.sk","www.cervenica.ou.sk","518","http://www.e-obce.sk/obecedit.html?id=518","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"516","00326909","Červená Voda","00326909","Šarišský","480","1956","Obecný úrad","Červená voda","28","083 01","Sabinov",,"Pavol Džačovský",,"051","452 15 34","489 16 92","0911 260 332","obec@cervenavoda.sk","www.cervenavoda.sk","517","http://www.e-obce.sk/obecedit.html?id=517","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"517","00322890","Čertižné","00322890","Laborecké združenie miest a ob...","367","1431","Obecný úrad","Čertižné","57","067 52","Habura",,"Ing. Peter Tričák",,"057","739 21 97",,"0917745172","ocu.certizne57@gmail.com","http://certizne.eu","516","http://www.e-obce.sk/obecedit.html?id=516","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"518","00656127","Červený Hrádok","00656127","Požitavie Širočina","420","1386","Obecný úrad","Červený Hrádok","193","951 82","Malé Vozokany",,"Ing. Bohumír Šabík",,"037","634 22 46,47,634 21 20","634 22 46","0905 501 458","cervenyhradok@gmail.com;starosta@cervenyhradok.sk","www.cervenyhradok.sk","521","http://www.e-obce.sk/obecedit.html?id=521","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"519","00312355","Červeník","00312355","ZMO - Jaslovské Bohunice","1606","1113","Obecný úrad","Kalinčiakova","26","920 42","Červeník",,"Marián Mihálik",,"033","734 11 27, 734 11 56","734 11 27","0911 316 990","cervenik@cervenik.sk;stefankova@cervenik.sk","www.cervenik.sk","520","http://www.e-obce.sk/obecedit.html?id=520","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"520","00326925","Červenica pri Sabinove","00326925","Hornotoryský","825","1278","Obecný úrad",,"122","082 56","Pečovská Nová Ves",,"Ing. Pavol Spodník",,"051","458 31 39","458 31 39",,"cervenica.s@centrum.sk;starosta@cervenica.eu","www.cervenica.eu","519","http://www.e-obce.sk/obecedit.html?id=519","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"521","00326135","Červený Kláštor","00326135","Spišský","230","1828","Obecný úrad",,"65","059 06","Červený Kláštor",,"Ing. Štefan Džurný",,"052","418 12 91,92","418 12 93","0905 157 615","obecck@sinet.sk;obecck@orangemail.sk","www.cervenyklastor.sk","523","http://www.e-obce.sk/obecedit.html?id=523","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"522","00317128","Červený Kameň","00317128","Biele Karpaty","709","1354","Obecný úrad","Červený Kameň","226","018 56","Červený Kameň",,"Jozef Bartoš",,"042","446 40 22","446 40 22",,"ocuck@centrum.sk;urad@cervenykamen.sk","www.cervenykamen.sk","522","http://www.e-obce.sk/obecedit.html?id=522","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"523","00634964","Červeňany","00634964","Novohrad","44","1345","Obecný úrad","Červeňany","29","991 01","Senné",,"Radoslav Palášthy",,"047","489 81 46",,"0918 617 797","obeccervenany@azet.sk",,"524","http://www.e-obce.sk/obecedit.html?id=524","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"524","00316032","České Brezovo","00316032","Novohrad","513","1435","Obecný úrad","České Brezovo","97","985 03","České Brezovo",,"Ivan Miko",,"047","429 21 22","429 21 22","0903 254 386","ceske.brezovo@zoznam.sk;starostka@ceskebrezovo.sk;info@ceskebrezovo.sk;ceske.brezovo@zoznam.sk","www.ceskebrezovo.sk","525","http://www.e-obce.sk/obecedit.html?id=525","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"525","00307831","Čeľadice","00307831","Nitriansky","918","1113","Obecný úrad","Čeľadice","143","951 03","Čeľadice",,"Ing. Anton Laca",,"037","787 72 21,787 73 81","787 73 82","0903 781 795","obecceladice@stonline.sk","www.celadice.webnode.sk","526","http://www.e-obce.sk/obecedit.html?id=526","1449143792","1449145163","0",NULL,"2015-12-03 13:19:23"
"526","00699144","Čeľadince","00699144","Stredné Ponitrie","444","1113","Obecný úrad","Čeľadince","3","956 16","Nitrianska Streda",,"Milan Morávka",,"038","531 01 35","531 01 44","0911 985 376","celadince@stonline.sk","celadince.ocu.sk","527","http://www.e-obce.sk/obecedit.html?id=527","1449143793","1449145163","0",NULL,"2015-12-03 13:19:23"
"527","00331414","Čeľovce","00331414","Zemplín","538","1220","Obecný úrad","Hlavná","72/49","076 17","Čeľovce",,"Jana Sabóvá",,"056","668 55 00, 668 55 01",,"0905 597 939","obec.celovce@zoznam.sk;starosta@celovce.sk;ocu@celovce.sk","www.celovce.sk","528","http://www.e-obce.sk/obecedit.html?id=528","1449143793","1449145163","0",NULL,"2015-12-03 13:19:23"
"528","00331520","Egreš","00331520","Južný Zemplín","456","1272","Obecný úrad","Hlavná","78","075 01","Trebišov 1",,"Ing. Gabriela Timková",,"056","679 92 61","679 92 61","0915 310 216","obecegres@kid.sk","www.obec-egres.sk","529","http://www.e-obce.sk/obecedit.html?id=529","1449143793","1449145163","0",NULL,"2015-12-03 13:19:23"
"529","00331449","Čičarovce","00331449","Zemplínsky","852","1263","Obecný úrad","Čičarovce","90","076 71","Čičarovce",,"Imrich Varga",,"056","638 31 70","638 31 70","0905 454 852","cicarovce@sivinet.sk","www.cicarovce.sk","530","http://www.e-obce.sk/obecedit.html?id=530","1449143793","1449145163","0",NULL,"2015-12-03 13:19:23"
"530","00306410","Číčov","00306410","Dolný žitný ostrov","1290","1172","Obecný úrad","Dunajská","41","946 19","Číčov",,"Ing. Csaba Földes",,"035","779 51 03","779 51 56","0908 789 782","ocucicov@stonline.sk","www.cicov.sk;www.cicov.ocu.sk","533","http://www.e-obce.sk/obecedit.html?id=533","1449143793","1449145163","0",NULL,"2015-12-03 13:19:23"
"531","00332305","Čičava","00332305","Prešovský","1151","1270","Obecný úrad",,"26","093 01","Vranov nad Topľou",,"Mária Nehilová",,"057","442 20 00","442 20 00","0904 523 285","obec@cicava.sk","www.cicava.sk","531","http://www.e-obce.sk/obecedit.html?id=531","1449143793","1449145163","0",NULL,"2015-12-03 13:19:24"
"532","00321206","Čičmany","00321206","Rajecký","164","1272","Obecný úrad","Čičmany","166","013 15","Rajecká Lesná",,"Mgr. Natália Dubnicayová",,"041","549 21 23,549 22 06","549 21 23","0905 705 389","obec@obeccicmany.info;starosta@obeccicmany.info","www.obeccicmany.sk;www.obeccicmany.info","532","http://www.e-obce.sk/obecedit.html?id=532","1449143793","1449145163","0",NULL,"2015-12-03 13:19:24"
"533","00328154","Čierna Lehota","00328154","Horný Gemer","617","1389","Obecný úrad",,"68","049 36","Slavošovce",,"Ing. Iveta Potočná",,"058","788 37 70","788 37 70",,"obec.ciernalehota@stonline.sk","www.ciernalehota.ocu.sk","535","http://www.e-obce.sk/obecedit.html?id=535","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"534","00331457","Čierna","00331457","Trebišovský","420","1214","Obecný úrad","Hlavná","24/17","076 43","Čierna nad Tisou",,"Ladislav Jámbor",,"056","635 01 07","635 01 07","0915 964 351","oucierna@cierna.eu;jambor.l@zoznam.sk","www.cierna.eu","534","http://www.e-obce.sk/obecedit.html?id=534","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"535","00310310","Čierna Lehota","00310310","Podhorie","127","1389","Obecný úrad","Čierna Lehota","154","956 53","Slatina nad Bebravou",,"Dušan Horák",,"038","766 71 10","766 71 10","0905 223 035,0918 334 179","obecnzwr@stonline.sk","www.ciernalehota.sk","536","http://www.e-obce.sk/obecedit.html?id=536","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"536","00305871","Čierna Voda","00305871","Podunajský","1390","1217","Obecný úrad","Čierna Voda","102","925 06","Čierna Voda",,"Mgr. Zuzana Csadyová",,"031","784 82 97,784 83 24","784 82 97","0911 241 440","ciernavoda@ciernavoda-nyek.sk;z.csadyova@gmail.com","www.ciernavoda-nyek.sk","538","http://www.e-obce.sk/obecedit.html?id=538","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"537","00331465","Čierna nad Tisou","00331465","Zemplín","3965","1828","Mestský úrad","Nám. pionierov","151/1","076 43","Ćierna nad Tisou","Ing. Marta Vozáriková",,"Ing. Peter Brázda, PhD.","056","687 22 01","635 07 54",,"mesto@ciernanadtisou.sk;primator@ciernanadtisou.sk","www.ciernanadtisou.sk","537","http://www.e-obce.sk/obecedit.html?id=537","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"538","00313980","Čierne","00313980","Beskydy","4410","1662","Obecný úrad","Čierne","189","023 13","Čierne",,"Ing. Pavol Gomola","Ing. Jozef Kubica","041","437 32 22,36","437 32 36","0907 063 372","obeccierne@stonline.sk","www.obeccierne.sk;www.cierne.sk","539","http://www.e-obce.sk/obecedit.html?id=539","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"539","00307858","Čierne Kľačany","00307858","Požitavie Širočina","1111","1209","Obecný úrad","Mlynská","2","953 05","Čierne Kľačany",,"Ing. Milan Švec, PhD.",,"037","630 62 12,96","630 62 96","0911 590 924","starosta@cierneklacany.sk;cierne-klacany@in.slovanet.sk","www.cierneklacany.sk","540","http://www.e-obce.sk/obecedit.html?id=540","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"540","00332313","Čierne nad Topľou","00332313","Pliešovský","763","1399","Obecný úrad",,"232","094 34","Bystré nad Topľou",,"Vladislav Dvorjak",,"057","449 11 17","488 41 60","0905 473 881","ocu.ciernent@stonline.sk","www.ciernenadtoplou.ocu.sk","541","http://www.e-obce.sk/obecedit.html?id=541","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"541","00331473","Čierne Pole","00331473","Zemplínsky","280","1700","Obecný úrad","Čierne Pole","16","079 01","Veľké Kapušany",,"Branislav Sijka",,"056","638 32 22","638 32 22","0908 976 084","ciernepole@centrum.sk","www.ciernepole.ocu.sk","542","http://www.e-obce.sk/obecedit.html?id=542","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"542","00313343","Čierny Balog","00313343","Čierny Hron","5214","1863","Obecný úrad","Závodie","2/2","976 52","Čierny Balog",,"Ing. František Budovec","Mgr. Róbert Hlaváčik","048","630 43 10, 630 43 14","630 43 29","0905 592 994","ciernybalog@ciernybalog.sk;starosta@ciernybalog.sk;prednosta@ciernybalog.sk","www.ciernybalog.sk","543","http://www.e-obce.sk/obecedit.html?id=543","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"543","00305880","Čierny Brod","00305880","Podunajský","1593","1223","Obecný úrad","Čierny Brod",,"925 08","Čierny Brod",,"Ing. Pavel Nagy",,"031","784 81 91","784 81 91","0910 966 832","obecciernybrod@stonline.sk;starosta@ciernybrod.sk","www.ciernybrod.sk","544","http://www.e-obce.sk/obecedit.html?id=544","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"544","00650005","Čierny Potok","00650005","Gemer","158","1955","Obecný úrad","Čierny Potok",,"980 31","Hodejov",,"Svetlana Šufliarska",,"047","568 31 70","568 31 70","0918 276 953","obec.ciernypotok@mail.t-com.sk",,"545","http://www.e-obce.sk/obecedit.html?id=545","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"545","00634956","Čimhová","00634956","Horná Orava","663","1438","Obecný úrad","Čimhová","20","027 12","Liesek",,"Daniela Tretinová",,"043","538 41 04","538 41 04","0948 057 578,0911 246 294","ocucimhova@stonline.sk;starosta@obeccimhova.sk","www.obeccimhova.sk","548","http://www.e-obce.sk/obecedit.html?id=548","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"546","00305341","Čiližská Radvaň","00305341","Podunajsko","1206","1252","Obecný úrad","Čiližská Radvaň","285","930 08","Čiližská Radvaň",,"Erzsébet Janík",,"031","554 12 02,550 69 01","554 12 02","0908 787 824,0915 895 163","obec.radvan@gmail.com","www.csilizradvany.sk","547","http://www.e-obce.sk/obecedit.html?id=547","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"547","00307866","Čifáre","00307866","Mochovce","597","1209","Obecný úrad","Čifáre","111","951 61","Čifáre",,"Mgr. Július Czapala",,"037","788 10 34","788 10 34","0903 791 980,0904 916 42","starosta@cifare.sk;maria.foltanova@cifare.sk;silvia.halnandova@cifare.sk;gabriela.jakabova@cifare.sk","www.cifare.sk","546","http://www.e-obce.sk/obecedit.html?id=546","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"548","00329835","Čirč","00329835","Šarišský","1249","1773","Obecný úrad","Čirč","208","065 42","Čirč",,"Michal Didik",,"052","428 51 61-3","428 51 61","0905 575 840,0914 111 000","obeccirc@stonline.sk;mike.didik@gmail.com","www.obeccirc.sk","549","http://www.e-obce.sk/obecedit.html?id=549","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"549","00318655","Číž","00318655","Gemer Malhont","662","1274","Obecný úrad","Číž","48","980 43","Číž",,"Peter Tóth",,"047","559 32 07,31 31","559 31 31","0907 813 295","obec.ciz@gemernet.sk","www.obecciz.sk","550","http://www.e-obce.sk/obecedit.html?id=550","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"550","00324086","Čižatice","00324086","Abovský","367","1299","Obecný úrad","Čižatice","65","044 47","Kecerovce",,"Stanislav Matta",,"055","699 04 31","699 04 31","0902 171 622","obeccizatice@centrum.sk;obec@cizatice.sk","www.cizatice.sk","551","http://www.e-obce.sk/obecedit.html?id=551","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"551","00328162","Čoltovo","00328162","Horný Gemer","483","1291","Obecný úrad",,"77","049 12","Gemerská Hôrka",,"Ján Hubay",,"058","788 65 00,01","788 65 01","0917 871 300","coltovo@gmail.com","www.coltovo.ocu.sk","552","http://www.e-obce.sk/obecedit.html?id=552","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"552","00648426","Čremošné","00648426","Turčiansko-Čremošianský","90","1340","Obecný úrad","Čremošné","4","039 01","Turčianské Teplice",,"Bc. Zuzana Chorváthová",,"043","492 27 83",,"0907 887 156,0908 985 909","obec.cremosne@gmail.com","www.cremosne.ocu.sk","553","http://www.e-obce.sk/obecedit.html?id=553","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"553","00594831","Čučma","00594831","Horný Gemer","657","1300","Obecný úrad",,"47","048 01","Rožňava",,"Alexander Szőllős",,"058","732 57 80","732 57 80","0903 603 839","info@obeccucma.sk;starosta@obeccucma.sk;sekretariat@obeccucma.sk;podatelna@obeccucma.sk","www.obeccucma.sk","554","http://www.e-obce.sk/obecedit.html?id=554","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"554","00322903","Čukalovce","00322903","Prešovský","168","1567","Obecný úrad","Čukalovce","59","067 35","Pčoliné",,"Ing. Ľuboš Cima",,"057","758 28 20","758 28 20","0917 519 095","obeccukalovce@azet.sk","www.cukalovce.sk","555","http://www.e-obce.sk/obecedit.html?id=555","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"555","00321265","Fačkov","00321265","Rajecký","669","1351","Obecný úrad","Fačkov","69","013 15","Rajecká Lesná",,"Miroslav Čerňanec",,"041","549 11 28","549 11 28","0905 327 620","urad@obecfackov.sk;starosta@obecfackov.sk","www.obecfackov.sk","556","http://www.e-obce.sk/obecedit.html?id=556","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"556","00325121","Falkušovce","00325121","Zemplínsky","679","1290","Obecný úrad","Falkušovce","179","072 05","Bracovce",,"Michal Bodnár",,"056","649 61 01",,"0908 994 018","ocufalkusovce@centrum.sk","www.falkusovce.ou.sk","557","http://www.e-obce.sk/obecedit.html?id=557","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"557","00306941","Farná","00306941","Dolnohronský","1299","1156","Obecný úrad","Farná","462","935 66","Farná",,"Vlasta Csomorová",,"036","772 11 90,773 42 01,52","772 11 90,773 42 52","0905 441 142","farna@nextra.sk;csomorova@farna.sk","www.farna.sk","558","http://www.e-obce.sk/obecedit.html?id=558","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"558","00325139","Fekišovce","00325139","Zemplínsky","293","1391","Obecný úrad",,"26","072 33","Hnojné",,"Miloslava Fedorová",,"056","659 62 42",,"0905 487 619","obec.fekisovce@szm.sk","www.obec.fekisovce.szm.sk","559","http://www.e-obce.sk/obecedit.html?id=559","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
"559","00318671","Figa","00318671","Valická dolina","419","1294","Obecný úrad","Figa","11","982 51","Figa",,"Imrich Palmont",,"047","559 53 11","559 53 11","0911 595 311","obecfiga@post.sk","http://obecfiga.webnode.sk","560","http://www.e-obce.sk/obecedit.html?id=560","1449143793","1449145164","0",NULL,"2015-12-03 13:19:24"
